age,workclass,education,occupation,hours-per-week,income
21.0,Private,HS-grad,Transport-moving,40,<=50K
20.0,Private,Some-college,Other-service,18,<=50K
34.0,Private,Some-college,Adm-clerical,40,<=50K
20.0,Others,HS-grad,Others,40,<=50K
31.0,Private,HS-grad,Tech-support,40,<=50K
41.0,Private,Doctorate,Prof-specialty,60,<=50K
32.0,Private,Bachelors,Exec-managerial,40,<=50K
30.0,Local-gov,HS-grad,Transport-moving,50,>50K
36.0,Self-emp-not-inc,Bachelors,Farming-fishing,72,<=50K
22.0,Private,Some-college,Farming-fishing,12,<=50K
53.0,Local-gov,Some-college,Exec-managerial,50,<=50K
50.0,Private,HS-grad,Adm-clerical,40,<=50K
36.0,Private,Bachelors,Exec-managerial,40,<=50K
41.0,Self-emp-inc,11th,Exec-managerial,40,<=50K
55.0,Private,Bachelors,Exec-managerial,35,<=50K
38.0,Private,Bachelors,Sales,50,>50K
28.0,Private,Bachelors,Exec-managerial,50,<=50K
24.0,Local-gov,Bachelors,Prof-specialty,37,<=50K
60.0,Private,Some-college,Adm-clerical,40,<=50K
54.0,Private,10th,Other-service,40,<=50K
27.0,Self-emp-inc,HS-grad,Craft-repair,60,<=50K
30.0,Private,Masters,Prof-specialty,30,<=50K
54.0,Private,HS-grad,Transport-moving,45,<=50K
44.0,Private,Some-college,Craft-repair,40,>50K
52.0,Private,HS-grad,Transport-moving,60,>50K
18.0,Private,11th,Other-service,20,<=50K
55.0,Private,7th-8th,Transport-moving,50,<=50K
35.0,Private,Bachelors,Prof-specialty,50,>50K
37.0,Private,Bachelors,Exec-managerial,40,>50K
22.0,Private,Some-college,Adm-clerical,40,<=50K
45.0,Private,Bachelors,Exec-managerial,45,>50K
38.0,Private,Bachelors,Farming-fishing,60,<=50K
48.0,Private,Bachelors,Prof-specialty,40,<=50K
35.0,Private,Assoc-voc,Other-service,40,<=50K
21.0,Private,Assoc-voc,Craft-repair,50,<=50K
37.0,Self-emp-not-inc,HS-grad,Craft-repair,60,>50K
18.0,Private,11th,Sales,25,<=50K
26.0,Private,10th,Machine-op-inspct,35,<=50K
48.0,Self-emp-inc,Bachelors,Craft-repair,50,<=50K
51.0,Private,Some-college,Adm-clerical,40,>50K
52.0,Private,Some-college,Craft-repair,40,<=50K
32.0,State-gov,Bachelors,Farming-fishing,40,>50K
39.0,Self-emp-not-inc,Bachelors,Other-service,60,<=50K
51.0,Private,Bachelors,Prof-specialty,40,>50K
54.0,Private,Bachelors,Sales,50,<=50K
21.0,Private,Some-college,Prof-specialty,25,<=50K
43.0,Private,HS-grad,Adm-clerical,40,<=50K
32.0,Private,Some-college,Adm-clerical,40,<=50K
31.0,State-gov,Masters,Prof-specialty,35,>50K
73.0,Others,HS-grad,Others,8,<=50K
26.0,Private,Some-college,Adm-clerical,60,<=50K
35.0,Private,HS-grad,Craft-repair,40,<=50K
25.0,Self-emp-not-inc,Bachelors,Sales,40,<=50K
58.0,Self-emp-not-inc,Assoc-voc,Farming-fishing,65,<=50K
32.0,Private,HS-grad,Other-service,37,<=50K
28.0,Private,Bachelors,Prof-specialty,40,<=50K
41.0,Self-emp-not-inc,Masters,Sales,30,<=50K
53.0,Self-emp-not-inc,HS-grad,Craft-repair,48,<=50K
49.0,Private,HS-grad,Adm-clerical,35,<=50K
55.0,Private,Bachelors,Prof-specialty,40,>50K
29.0,Private,Some-college,Adm-clerical,50,>50K
28.0,Self-emp-not-inc,Assoc-voc,Farming-fishing,80,<=50K
44.0,Private,HS-grad,Craft-repair,45,<=50K
41.0,Private,Masters,Exec-managerial,45,>50K
26.0,Private,Assoc-voc,Sales,45,>50K
23.0,Private,HS-grad,Sales,40,>50K
37.0,Self-emp-not-inc,Bachelors,Prof-specialty,40,>50K
23.0,Private,Bachelors,Prof-specialty,50,>50K
33.0,Private,Some-college,Other-service,40,<=50K
44.0,Private,HS-grad,Craft-repair,40,>50K
21.0,Private,Some-college,Protective-serv,30,<=50K
36.0,Private,11th,Exec-managerial,40,<=50K
44.0,Local-gov,Bachelors,Adm-clerical,40,<=50K
23.0,Private,HS-grad,Other-service,40,<=50K
26.0,Private,HS-grad,Exec-managerial,40,<=50K
31.0,Private,Some-college,Handlers-cleaners,40,>50K
50.0,Local-gov,HS-grad,Exec-managerial,35,<=50K
18.0,Self-emp-inc,Some-college,Adm-clerical,20,<=50K
49.0,Private,Bachelors,Exec-managerial,50,>50K
59.0,Private,HS-grad,Other-service,40,<=50K
38.0,Private,HS-grad,Machine-op-inspct,28,<=50K
50.0,Self-emp-inc,Some-college,Sales,55,<=50K
51.0,Self-emp-inc,Some-college,Craft-repair,55,<=50K
22.0,Private,Some-college,Machine-op-inspct,35,<=50K
54.0,Private,HS-grad,Machine-op-inspct,40,>50K
37.0,Private,HS-grad,Transport-moving,40,<=50K
31.0,Private,Bachelors,Adm-clerical,60,<=50K
67.0,State-gov,Bachelors,Exec-managerial,40,<=50K
43.0,Others,11th,Others,40,<=50K
21.0,Private,Some-college,Exec-managerial,40,<=50K
30.0,Private,HS-grad,Adm-clerical,40,<=50K
32.0,Local-gov,Some-college,Protective-serv,50,<=50K
36.0,Private,Assoc-voc,Craft-repair,40,<=50K
33.0,Local-gov,Bachelors,Adm-clerical,40,<=50K
37.0,Private,HS-grad,Craft-repair,56,<=50K
29.0,Private,Prof-school,Prof-specialty,48,>50K
18.0,Others,Some-college,Others,30,<=50K
26.0,Private,Some-college,Sales,40,<=50K
51.0,Private,7th-8th,Prof-specialty,40,<=50K
39.0,Private,HS-grad,Machine-op-inspct,40,<=50K
18.0,Private,HS-grad,Other-service,30,<=50K
52.0,Private,12th,Machine-op-inspct,40,<=50K
31.0,Private,Some-college,Farming-fishing,40,<=50K
45.0,Private,Bachelors,Exec-managerial,53,>50K
38.0,Private,Some-college,Machine-op-inspct,38,<=50K
21.0,Private,Assoc-acdm,Sales,35,<=50K
33.0,Private,HS-grad,Handlers-cleaners,40,<=50K
39.0,Private,Some-college,Craft-repair,40,<=50K
31.0,Private,HS-grad,Machine-op-inspct,40,<=50K
43.0,Private,Bachelors,Exec-managerial,50,>50K
64.0,Others,Bachelors,Others,10,<=50K
33.0,Self-emp-inc,Bachelors,Exec-managerial,45,>50K
49.0,Self-emp-not-inc,HS-grad,Farming-fishing,60,<=50K
41.0,Private,HS-grad,Machine-op-inspct,40,<=50K
55.0,Self-emp-not-inc,Some-college,Machine-op-inspct,40,<=50K
52.0,Private,Some-college,Adm-clerical,37,<=50K
42.0,Private,Bachelors,Prof-specialty,40,<=50K
24.0,Private,Some-college,Adm-clerical,30,<=50K
42.0,Private,HS-grad,Adm-clerical,52,<=50K
41.0,State-gov,Bachelors,Exec-managerial,40,>50K
35.0,Private,HS-grad,Machine-op-inspct,40,<=50K
54.0,Federal-gov,Masters,Exec-managerial,42,>50K
59.0,Others,HS-grad,Others,40,<=50K
30.0,Others,11th,Others,40,<=50K
57.0,Federal-gov,Bachelors,Exec-managerial,40,>50K
58.0,State-gov,Masters,Exec-managerial,40,>50K
32.0,Private,HS-grad,Other-service,40,<=50K
22.0,Private,HS-grad,Sales,25,<=50K
20.0,Private,HS-grad,Other-service,25,<=50K
60.0,Others,Bachelors,Others,40,<=50K
51.0,Private,HS-grad,Prof-specialty,40,<=50K
26.0,Local-gov,HS-grad,Adm-clerical,20,<=50K
33.0,Private,11th,Craft-repair,40,<=50K
19.0,Private,10th,Sales,40,<=50K
50.0,Self-emp-not-inc,HS-grad,Other-service,20,>50K
32.0,Private,HS-grad,Sales,40,<=50K
51.0,Local-gov,Bachelors,Transport-moving,40,>50K
18.0,Private,Some-college,Sales,20,<=50K
35.0,Federal-gov,Masters,Exec-managerial,50,>50K
22.0,Others,Some-college,Others,25,<=50K
46.0,Private,HS-grad,Craft-repair,55,<=50K
37.0,Private,HS-grad,Sales,45,<=50K
45.0,Private,Some-college,Adm-clerical,20,>50K
63.0,Private,9th,Handlers-cleaners,32,<=50K
53.0,Private,HS-grad,Other-service,10,<=50K
24.0,Private,HS-grad,Adm-clerical,40,<=50K
65.0,Others,11th,Others,29,<=50K
43.0,Private,Assoc-acdm,Prof-specialty,32,>50K
47.0,Private,HS-grad,Machine-op-inspct,40,<=50K
41.0,Private,HS-grad,Exec-managerial,40,<=50K
27.0,Private,HS-grad,Machine-op-inspct,40,<=50K
35.0,Self-emp-inc,HS-grad,Exec-managerial,75,<=50K
19.0,Private,Some-college,Adm-clerical,24,<=50K
47.0,Private,Some-college,Other-service,35,<=50K
25.0,Federal-gov,Bachelors,Adm-clerical,40,<=50K
59.0,Local-gov,Prof-school,Exec-managerial,40,>50K
28.0,Private,10th,Machine-op-inspct,40,<=50K
17.0,Private,10th,Sales,20,<=50K
21.0,Private,Some-college,Exec-managerial,50,<=50K
31.0,Private,HS-grad,Sales,40,<=50K
49.0,Private,HS-grad,Handlers-cleaners,40,<=50K
48.0,Local-gov,Masters,Prof-specialty,50,>50K
60.0,Self-emp-not-inc,Doctorate,Sales,20,<=50K
33.0,Self-emp-not-inc,12th,Transport-moving,40,<=50K
40.0,Private,HS-grad,Craft-repair,40,<=50K
42.0,Private,Some-college,Craft-repair,52,<=50K
34.0,Private,HS-grad,Transport-moving,40,<=50K
38.0,Federal-gov,Assoc-voc,Adm-clerical,52,<=50K
58.0,Self-emp-not-inc,Some-college,Exec-managerial,70,>50K
20.0,Private,Some-college,Adm-clerical,40,<=50K
52.0,Private,Some-college,Sales,55,<=50K
22.0,Local-gov,Some-college,Protective-serv,40,<=50K
24.0,Private,Bachelors,Farming-fishing,35,>50K
39.0,Private,HS-grad,Machine-op-inspct,40,<=50K
41.0,Private,Masters,Exec-managerial,55,>50K
37.0,Others,Some-college,Others,30,<=50K
56.0,Private,9th,Craft-repair,40,<=50K
21.0,Private,HS-grad,Other-service,40,<=50K
29.0,Private,HS-grad,Sales,25,<=50K
45.0,Private,Assoc-voc,Other-service,10,<=50K
44.0,Local-gov,Some-college,Protective-serv,80,>50K
54.0,Private,Masters,Prof-specialty,45,>50K
24.0,Private,Some-college,Craft-repair,40,<=50K
40.0,Private,Bachelors,Exec-managerial,50,<=50K
43.0,State-gov,Bachelors,Prof-specialty,60,>50K
20.0,Others,Some-college,Others,16,<=50K
41.0,Self-emp-not-inc,11th,Other-service,40,<=50K
32.0,Private,Assoc-voc,Adm-clerical,40,<=50K
31.0,Private,Bachelors,Adm-clerical,25,<=50K
26.0,Private,HS-grad,Adm-clerical,40,<=50K
50.0,State-gov,Bachelors,Craft-repair,40,>50K
62.0,Self-emp-inc,Assoc-voc,Exec-managerial,40,<=50K
24.0,Private,HS-grad,Other-service,45,<=50K
58.0,Private,Bachelors,Exec-managerial,65,>50K
44.0,Self-emp-inc,Some-college,Craft-repair,40,>50K
44.0,Private,12th,Other-service,40,<=50K
37.0,Self-emp-inc,Some-college,Transport-moving,50,>50K
65.0,Self-emp-not-inc,7th-8th,Farming-fishing,40,<=50K
33.0,Private,HS-grad,Craft-repair,40,>50K
34.0,Others,HS-grad,Others,37,<=50K
56.0,Self-emp-not-inc,Masters,Prof-specialty,60,>50K
35.0,Private,Masters,Exec-managerial,48,>50K
33.0,Private,Bachelors,Prof-specialty,40,<=50K
35.0,Private,Bachelors,Tech-support,48,<=50K
47.0,Self-emp-not-inc,Some-college,Exec-managerial,60,<=50K
35.0,Self-emp-not-inc,9th,Craft-repair,96,<=50K
56.0,Private,Some-college,Sales,40,<=50K
29.0,Self-emp-inc,Masters,Prof-specialty,40,<=50K
53.0,Self-emp-inc,Prof-school,Prof-specialty,50,>50K
42.0,Private,Assoc-voc,Sales,25,<=50K
20.0,Others,Some-college,Others,40,<=50K
24.0,Private,Bachelors,Tech-support,50,<=50K
33.0,Private,HS-grad,Machine-op-inspct,40,<=50K
42.0,Private,10th,Sales,45,<=50K
38.0,State-gov,Some-college,Protective-serv,50,>50K
32.0,Private,HS-grad,Machine-op-inspct,40,<=50K
20.0,Self-emp-not-inc,7th-8th,Craft-repair,20,<=50K
32.0,Private,HS-grad,Craft-repair,50,<=50K
28.0,Local-gov,Some-college,Protective-serv,40,>50K
51.0,Private,HS-grad,Craft-repair,55,>50K
41.0,Local-gov,HS-grad,Other-service,30,<=50K
37.0,Local-gov,Assoc-acdm,Other-service,50,<=50K
23.0,Private,HS-grad,Other-service,40,<=50K
40.0,Private,HS-grad,Craft-repair,40,<=50K
47.0,Private,10th,Machine-op-inspct,40,<=50K
46.0,Self-emp-not-inc,HS-grad,Exec-managerial,50,<=50K
24.0,Private,Bachelors,Sales,40,<=50K
40.0,Private,HS-grad,Machine-op-inspct,28,<=50K
30.0,Self-emp-not-inc,HS-grad,Machine-op-inspct,60,<=50K
41.0,State-gov,Prof-school,Prof-specialty,52,>50K
37.0,State-gov,Bachelors,Adm-clerical,45,>50K
49.0,Federal-gov,HS-grad,Transport-moving,40,<=50K
41.0,Federal-gov,Bachelors,Exec-managerial,50,>50K
52.0,Local-gov,Assoc-voc,Exec-managerial,35,<=50K
23.0,Private,Some-college,Sales,50,<=50K
34.0,Private,HS-grad,Craft-repair,40,<=50K
25.0,State-gov,Bachelors,Exec-managerial,40,>50K
44.0,Self-emp-inc,HS-grad,Craft-repair,45,>50K
31.0,Local-gov,HS-grad,Prof-specialty,33,<=50K
53.0,Private,Bachelors,Adm-clerical,40,<=50K
62.0,Private,HS-grad,Exec-managerial,50,<=50K
35.0,Private,Bachelors,Exec-managerial,55,<=50K
30.0,Federal-gov,Bachelors,Prof-specialty,40,<=50K
48.0,State-gov,HS-grad,Adm-clerical,40,>50K
36.0,Private,Bachelors,Prof-specialty,40,>50K
32.0,Private,11th,Other-service,33,<=50K
22.0,Private,Some-college,Priv-house-serv,28,<=50K
17.0,Others,11th,Others,40,<=50K
19.0,Private,HS-grad,Prof-specialty,40,<=50K
26.0,Private,HS-grad,Adm-clerical,40,<=50K
20.0,Others,Some-college,Others,40,<=50K
56.0,State-gov,Some-college,Exec-managerial,35,>50K
45.0,Private,7th-8th,Other-service,21,<=50K
23.0,Private,Some-college,Adm-clerical,40,<=50K
31.0,Private,HS-grad,Handlers-cleaners,40,<=50K
30.0,Private,11th,Sales,8,<=50K
42.0,Private,HS-grad,Handlers-cleaners,35,<=50K
27.0,State-gov,Prof-school,Prof-specialty,60,<=50K
37.0,Private,Bachelors,Exec-managerial,50,>50K
31.0,Private,HS-grad,Machine-op-inspct,60,<=50K
33.0,Private,Bachelors,Prof-specialty,40,<=50K
32.0,Private,HS-grad,Other-service,40,<=50K
62.0,Others,HS-grad,Others,40,>50K
37.0,Private,Some-college,Craft-repair,40,<=50K
25.0,Private,11th,Transport-moving,40,<=50K
49.0,Private,HS-grad,Adm-clerical,40,<=50K
36.0,Private,Bachelors,Prof-specialty,40,>50K
67.0,Private,Some-college,Handlers-cleaners,15,<=50K
54.0,Private,HS-grad,Handlers-cleaners,40,>50K
45.0,Local-gov,Doctorate,Prof-specialty,40,>50K
30.0,Private,Some-college,Craft-repair,40,<=50K
39.0,State-gov,HS-grad,Protective-serv,40,<=50K
57.0,Private,10th,Other-service,20,<=50K
57.0,Private,10th,Other-service,40,<=50K
23.0,Self-emp-not-inc,HS-grad,Farming-fishing,40,<=50K
49.0,Local-gov,HS-grad,Other-service,40,<=50K
46.0,State-gov,Bachelors,Prof-specialty,10,>50K
41.0,State-gov,Bachelors,Tech-support,43,<=50K
44.0,Private,Assoc-voc,Tech-support,45,<=50K
25.0,Private,Bachelors,Other-service,30,<=50K
34.0,Local-gov,Bachelors,Craft-repair,45,>50K
24.0,Private,Bachelors,Sales,25,<=50K
32.0,Private,Bachelors,Exec-managerial,45,<=50K
27.0,Local-gov,HS-grad,Tech-support,50,>50K
67.0,Private,12th,Machine-op-inspct,40,<=50K
36.0,Private,HS-grad,Craft-repair,40,<=50K
40.0,Private,Some-college,Exec-managerial,48,<=50K
24.0,Private,HS-grad,Transport-moving,40,<=50K
46.0,Private,Bachelors,Sales,40,>50K
44.0,State-gov,HS-grad,Adm-clerical,38,<=50K
23.0,Self-emp-not-inc,Some-college,Craft-repair,40,>50K
46.0,Private,Prof-school,Prof-specialty,90,<=50K
31.0,Private,Assoc-voc,Tech-support,40,<=50K
21.0,Local-gov,Some-college,Protective-serv,40,<=50K
61.0,Private,HS-grad,Craft-repair,40,>50K
71.0,Self-emp-not-inc,HS-grad,Farming-fishing,15,<=50K
42.0,Private,Bachelors,Exec-managerial,40,>50K
27.0,Others,Some-college,Others,5,<=50K
21.0,State-gov,Some-college,Other-service,16,<=50K
28.0,Local-gov,Bachelors,Prof-specialty,60,<=50K
27.0,Local-gov,Assoc-acdm,Prof-specialty,37,<=50K
32.0,Private,Some-college,Other-service,25,<=50K
47.0,Private,HS-grad,Handlers-cleaners,40,<=50K
22.0,Private,Assoc-acdm,Exec-managerial,35,<=50K
56.0,Private,HS-grad,Tech-support,40,<=50K
20.0,Private,HS-grad,Other-service,40,<=50K
30.0,Private,Some-college,Sales,40,<=50K
22.0,Private,Some-college,Other-service,25,<=50K
28.0,Private,Assoc-voc,Craft-repair,45,>50K
50.0,Private,Masters,Exec-managerial,55,>50K
66.0,State-gov,HS-grad,Machine-op-inspct,10,<=50K
38.0,Private,Some-college,Other-service,46,<=50K
62.0,Private,12th,Exec-managerial,30,<=50K
36.0,Federal-gov,Masters,Tech-support,40,>50K
47.0,Private,10th,Craft-repair,35,<=50K
25.0,Private,HS-grad,Tech-support,40,<=50K
26.0,Private,Some-college,Transport-moving,40,<=50K
37.0,Private,11th,Farming-fishing,40,<=50K
70.0,Self-emp-not-inc,7th-8th,Craft-repair,8,<=50K
52.0,Private,11th,Transport-moving,40,<=50K
70.0,Private,9th,Exec-managerial,18,<=50K
19.0,State-gov,HS-grad,Protective-serv,40,<=50K
23.0,Private,11th,Craft-repair,3,<=50K
37.0,Private,Bachelors,Prof-specialty,16,>50K
37.0,Private,11th,Sales,40,<=50K
45.0,State-gov,Some-college,Prof-specialty,40,<=50K
29.0,Private,Bachelors,Exec-managerial,50,>50K
56.0,Self-emp-not-inc,Bachelors,Exec-managerial,20,<=50K
50.0,Private,Masters,Tech-support,40,<=50K
20.0,Private,HS-grad,Adm-clerical,30,<=50K
26.0,Private,Bachelors,Adm-clerical,40,<=50K
41.0,Self-emp-inc,Prof-school,Prof-specialty,60,>50K
21.0,Private,HS-grad,Handlers-cleaners,40,<=50K
22.0,Private,Some-college,Other-service,40,<=50K
37.0,State-gov,Assoc-acdm,Other-service,35,<=50K
47.0,Private,Some-college,Craft-repair,30,>50K
61.0,Private,Bachelors,Sales,40,<=50K
47.0,Local-gov,Masters,Prof-specialty,40,>50K
37.0,Private,HS-grad,Craft-repair,25,<=50K
46.0,State-gov,Assoc-voc,Adm-clerical,40,<=50K
42.0,Self-emp-not-inc,HS-grad,Sales,48,<=50K
41.0,Private,HS-grad,Adm-clerical,40,<=50K
33.0,Local-gov,9th,Other-service,40,<=50K
27.0,Private,Assoc-acdm,Tech-support,40,<=50K
40.0,Federal-gov,Bachelors,Exec-managerial,39,<=50K
56.0,Private,10th,Machine-op-inspct,40,<=50K
35.0,Federal-gov,Doctorate,Prof-specialty,55,<=50K
24.0,Private,Assoc-voc,Craft-repair,40,<=50K
73.0,Self-emp-not-inc,Some-college,Prof-specialty,1,<=50K
36.0,Private,Some-college,Sales,50,<=50K
31.0,Private,Bachelors,Craft-repair,50,>50K
50.0,Others,HS-grad,Others,45,<=50K
36.0,Private,HS-grad,Handlers-cleaners,40,<=50K
37.0,Private,HS-grad,Sales,40,>50K
26.0,Private,Bachelors,Prof-specialty,55,<=50K
20.0,Private,HS-grad,Protective-serv,40,<=50K
58.0,Private,Bachelors,Prof-specialty,40,>50K
45.0,State-gov,Bachelors,Prof-specialty,40,>50K
33.0,Others,Bachelors,Others,40,<=50K
31.0,Private,Bachelors,Tech-support,40,<=50K
44.0,Private,Prof-school,Prof-specialty,60,>50K
19.0,Local-gov,Some-college,Prof-specialty,30,<=50K
54.0,Private,HS-grad,Tech-support,50,>50K
31.0,State-gov,Masters,Prof-specialty,40,<=50K
27.0,Private,HS-grad,Craft-repair,35,<=50K
36.0,Private,Some-college,Sales,40,>50K
47.0,Federal-gov,Some-college,Adm-clerical,40,<=50K
35.0,Private,Bachelors,Exec-managerial,45,<=50K
45.0,Private,Bachelors,Exec-managerial,40,<=50K
70.0,Private,HS-grad,Craft-repair,40,<=50K
27.0,Local-gov,12th,Other-service,44,<=50K
36.0,Private,HS-grad,Prof-specialty,60,>50K
23.0,Private,HS-grad,Machine-op-inspct,40,<=50K
25.0,Private,Bachelors,Exec-managerial,50,<=50K
45.0,Self-emp-not-inc,Some-college,Craft-repair,45,>50K
24.0,Private,HS-grad,Handlers-cleaners,30,<=50K
78.0,Private,Assoc-acdm,Sales,50,>50K
50.0,Private,HS-grad,Machine-op-inspct,44,>50K
37.0,Private,HS-grad,Craft-repair,99,>50K
31.0,Private,Some-college,Adm-clerical,40,<=50K
17.0,Private,11th,Farming-fishing,40,<=50K
26.0,Private,Some-college,Adm-clerical,38,<=50K
41.0,Private,Doctorate,Prof-specialty,60,<=50K
50.0,Self-emp-inc,HS-grad,Exec-managerial,60,>50K
45.0,Self-emp-not-inc,HS-grad,Transport-moving,80,<=50K
54.0,Self-emp-not-inc,Some-college,Sales,55,>50K
54.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,HS-grad,Machine-op-inspct,40,<=50K
22.0,Private,HS-grad,Sales,38,<=50K
43.0,Private,HS-grad,Machine-op-inspct,40,<=50K
19.0,Others,HS-grad,Others,30,<=50K
30.0,Private,Bachelors,Tech-support,40,>50K
31.0,Others,9th,Others,40,<=50K
42.0,Private,HS-grad,Craft-repair,40,<=50K
48.0,Private,Some-college,Machine-op-inspct,40,>50K
56.0,Private,Some-college,Transport-moving,35,>50K
21.0,Local-gov,Some-college,Adm-clerical,36,<=50K
45.0,Private,Bachelors,Craft-repair,40,<=50K
37.0,Private,Prof-school,Exec-managerial,40,>50K
38.0,Local-gov,Bachelors,Prof-specialty,30,<=50K
34.0,Private,Some-college,Sales,50,<=50K
29.0,Private,HS-grad,Protective-serv,40,<=50K
24.0,Private,HS-grad,Machine-op-inspct,40,<=50K
78.0,Others,Masters,Others,23,<=50K
35.0,Private,Assoc-acdm,Machine-op-inspct,55,<=50K
39.0,Self-emp-not-inc,10th,Transport-moving,70,<=50K
73.0,Self-emp-not-inc,7th-8th,Farming-fishing,12,<=50K
57.0,Private,Assoc-voc,Other-service,40,<=50K
35.0,Self-emp-inc,Bachelors,Sales,50,<=50K
60.0,Private,HS-grad,Handlers-cleaners,32,<=50K
19.0,Others,Some-college,Others,40,<=50K
54.0,Private,HS-grad,Machine-op-inspct,40,<=50K
53.0,Self-emp-not-inc,Bachelors,Craft-repair,40,<=50K
23.0,Private,Some-college,Exec-managerial,40,<=50K
57.0,Self-emp-not-inc,Some-college,Exec-managerial,48,>50K
27.0,Self-emp-not-inc,10th,Sales,48,<=50K
25.0,Private,HS-grad,Exec-managerial,40,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
48.0,Private,Some-college,Sales,60,>50K
24.0,Private,HS-grad,Adm-clerical,45,<=50K
67.0,Self-emp-inc,Some-college,Sales,40,<=50K
20.0,Private,HS-grad,Other-service,35,<=50K
38.0,Private,Doctorate,Prof-specialty,40,>50K
54.0,Private,7th-8th,Craft-repair,40,<=50K
20.0,Self-emp-not-inc,Some-college,Farming-fishing,40,<=50K
57.0,Private,10th,Exec-managerial,55,<=50K
34.0,Federal-gov,Bachelors,Exec-managerial,44,<=50K
34.0,Private,HS-grad,Craft-repair,49,<=50K
78.0,Private,HS-grad,Machine-op-inspct,16,<=50K
40.0,Private,HS-grad,Machine-op-inspct,40,<=50K
19.0,Local-gov,11th,Handlers-cleaners,35,<=50K
35.0,Private,Some-college,Protective-serv,56,<=50K
21.0,Private,HS-grad,Sales,40,<=50K
59.0,Local-gov,11th,Other-service,40,<=50K
53.0,Private,Some-college,Transport-moving,40,>50K
41.0,Self-emp-not-inc,Assoc-voc,Other-service,40,>50K
59.0,Private,HS-grad,Transport-moving,55,<=50K
21.0,Others,Some-college,Others,35,<=50K
24.0,Private,12th,Machine-op-inspct,40,<=50K
49.0,Private,Prof-school,Sales,40,>50K
19.0,Private,HS-grad,Adm-clerical,50,<=50K
50.0,Private,HS-grad,Other-service,40,<=50K
39.0,Private,Assoc-acdm,Craft-repair,60,>50K
25.0,Private,HS-grad,Other-service,40,<=50K
66.0,Private,7th-8th,Other-service,40,<=50K
30.0,Private,Some-college,Exec-managerial,40,<=50K
49.0,Private,Masters,Exec-managerial,80,>50K
40.0,Self-emp-not-inc,Some-college,Craft-repair,45,<=50K
38.0,Private,10th,Other-service,40,<=50K
